#locale	present	missing
lv	1034	601	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, day-person, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, day-person, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[]
ml	906	600	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, day-person, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, day-person, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[]
mr	1081	692	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, day-person, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, day-person, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[]
nb	0	108	[ampere, arc-minute, arc-second, atmosphere, bar, bit, byte, calorie, candela, carat, celsius, centiliter, centimeter, century, cubic-centimeter, cubic-kilometer, cubic-meter, cup-metric, day, day-person, decade, deciliter, decimeter, degree, em, g-force, generic, gigahertz, gigawatt, gram, hectare, hectoliter, hectopascal, hertz, hour, joule, karat, kelvin, kilogram, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter, liter-per-100-kilometer, liter-per-kilometer, lumen, lux, megahertz, megaliter, megapascal, megawatt, meter, meter-per-second, meter-per-square-second, metric-ton, microgram, micrometer, microsecond, mile-scandinavian, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, minute, mole, month, nanometer, nanosecond, newton, newton-meter, ohm, pascal, percent, permille, permillion, permyriad, picometer, pint-metric, pixel, radian, revolution, second, square-centimeter, square-kilometer, square-meter, volt, watt, week, year]	[]	[power2, power3]
nl	79	29	[cubic-kilometer, cubic-meter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, microgram, micrometer, microsecond, milliampere, millibar, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, square-meter]	[]	[]
no	82	26	[day-person, gigahertz, gigawatt, hectopascal, kilohertz, kilojoule, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, microgram, micrometer, microsecond, milliampere, millibar, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, square-meter]	[]	[]
pa	370	140	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, day-person, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, day-person, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[]
pl	1091	261	[cubic-kilometer, cubic-meter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, microgram, micrometer, microsecond, milliampere, millibar, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, square-meter]	[cubic-kilometer, cubic-meter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, microgram, micrometer, microsecond, milliampere, millibar, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, square-meter]	[]
pt	80	32	[cubic-kilometer, cubic-meter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, megahertz, megaliter, megapascal, megawatt, microgram, micrometer, microsecond, milliampere, millibar, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, square-meter]	[]	[power2, power3]
ro	540	187	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, day-person, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, day-person, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[]
ru	1953	650	[cubic-kilometer, cubic-meter, day-person, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, microgram, micrometer, microsecond, milliampere, millibar, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, square-meter]	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, day-person, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[]
sk	1184	585	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[]
sl	1633	970	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, day-person, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, day-person, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[]
sr	890	463	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, day-person, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, day-person, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[]
sv	80	28	[cubic-kilometer, cubic-meter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, microgram, micrometer, microsecond, milliampere, millibar, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, square-meter]	[]	[]
ta	518	270	[]	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[]
uk	947	405	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[]
ur	63	45	[centiliter, centimeter, cubic-centimeter, cubic-kilometer, cubic-meter, deciliter, decimeter, gigahertz, gigawatt, hectoliter, hectopascal, kilohertz, kilojoule, kilometer, kilometer-per-hour, kilopascal, kilowatt, kilowatt-hour, kilowatt-hour-per-100-kilometer, liter-per-100-kilometer, liter-per-kilometer, megahertz, megaliter, megapascal, megawatt, meter-per-second, meter-per-square-second, microgram, micrometer, microsecond, milliampere, millibar, milligram, milliliter, millimeter, millimole-per-liter, millisecond, milliwatt, nanometer, nanosecond, newton-meter, picometer, square-centimeter, square-kilometer, square-meter]	[]	[]
